store_id,run_date,recommended_order_qty,expected_cost,stockout_probability,service_level_target,drivers_json
931,2026-08-28,4950.0,26287.31143936841,0.05,0.95,"{""demand_change_pct"": -3.3, ""starting_inventory"": 3716.1, ""incoming_inventory"": 0.0, ""horizon_days"": 14, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 5.0, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 5.3, ""unit_price_proxy"": 8.15, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 6.6, ""review_period_days"": 7}"
948,2026-08-28,13730.0,35974.895774554614,0.0486,0.95,"{""demand_change_pct"": -5.2, ""starting_inventory"": 19717.8, ""incoming_inventory"": 0.0, ""horizon_days"": 16, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 4.9, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 2.62, ""unit_price_proxy"": 4.02, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 9.2, ""review_period_days"": 7}"
968,2026-08-28,50.0,305.38958264968966,0.0452,0.95,"{""demand_change_pct"": -36.7, ""starting_inventory"": 9677.1, ""incoming_inventory"": 0.0, ""horizon_days"": 16, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 4.5, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 5.31, ""unit_price_proxy"": 8.16, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 9.4, ""review_period_days"": 7}"
984,2026-08-28,2230.0,11762.76497589796,0.05,0.95,"{""demand_change_pct"": -30.3, ""starting_inventory"": 5707.9, ""incoming_inventory"": 0.0, ""horizon_days"": 14, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 5.0, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 5.25, ""unit_price_proxy"": 8.08, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 7.4, ""review_period_days"": 7}"
992,2026-08-28,800.0,4254.360774382669,0.0482,0.95,"{""demand_change_pct"": -30.6, ""starting_inventory"": 5787.9, ""incoming_inventory"": 0.0, ""horizon_days"": 14, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 4.8, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 5.26, ""unit_price_proxy"": 8.1, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 6.5, ""review_period_days"": 7}"
1001,2026-08-28,1470.0,8245.862074582434,0.0488,0.95,"{""demand_change_pct"": -32.6, ""starting_inventory"": 5531.8, ""incoming_inventory"": 0.0, ""horizon_days"": 14, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 4.9, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 5.58, ""unit_price_proxy"": 8.58, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 6.8, ""review_period_days"": 7}"
1024,2026-08-28,4330.0,21856.63867061087,0.0498,0.95,"{""demand_change_pct"": -30.0, ""starting_inventory"": 5836.4, ""incoming_inventory"": 0.0, ""horizon_days"": 17, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 5.0, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 5.04, ""unit_price_proxy"": 7.75, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 10.0, ""review_period_days"": 7}"
1026,2026-08-28,5040.0,26031.288887986124,0.0488,0.95,"{""demand_change_pct"": -36.0, ""starting_inventory"": 7417.1, ""incoming_inventory"": 0.0, ""horizon_days"": 16, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 4.9, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 5.16, ""unit_price_proxy"": 7.93, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 8.8, ""review_period_days"": 7}"
1045,2026-08-28,9130.0,48478.34560167365,0.05,0.95,"{""demand_change_pct"": -10.6, ""starting_inventory"": 8239.4, ""incoming_inventory"": 0.0, ""horizon_days"": 16, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 5.0, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 5.3, ""unit_price_proxy"": 8.16, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 8.6, ""review_period_days"": 7}"
1056,2026-08-28,1250.0,8470.161285126787,0.0484,0.95,"{""demand_change_pct"": -20.4, ""starting_inventory"": 4583.5, ""incoming_inventory"": 0.0, ""horizon_days"": 15, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 4.8, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 6.74, ""unit_price_proxy"": 10.37, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 7.6, ""review_period_days"": 7}"
1081,2026-08-28,7620.0,30993.870382554738,0.0492,0.95,"{""demand_change_pct"": -14.6, ""starting_inventory"": 7257.6, ""incoming_inventory"": 0.0, ""horizon_days"": 16, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 4.9, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 4.06, ""unit_price_proxy"": 6.24, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 8.8, ""review_period_days"": 7}"
1083,2026-08-28,0.0,8.182333008401082,0.0082,0.95,"{""demand_change_pct"": -26.7, ""starting_inventory"": 4364.7, ""incoming_inventory"": 0.0, ""horizon_days"": 13, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 0.8, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 9.2, ""unit_price_proxy"": 14.16, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 5.6, ""review_period_days"": 7}"
1087,2026-08-28,0.0,4.035270183663931,0.0,0.95,"{""demand_change_pct"": -30.8, ""starting_inventory"": 6161.7, ""incoming_inventory"": 0.0, ""horizon_days"": 11, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 0.0, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 6.58, ""unit_price_proxy"": 10.12, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 3.9, ""review_period_days"": 7}"
1097,2026-08-28,6120.0,16032.747617345052,0.0496,0.95,"{""demand_change_pct"": -7.1, ""starting_inventory"": 27278.0, ""incoming_inventory"": 0.0, ""horizon_days"": 13, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 5.0, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 2.61, ""unit_price_proxy"": 4.02, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 5.6, ""review_period_days"": 7}"
1110,2026-08-28,1780.0,9585.509654395015,0.0478,0.95,"{""demand_change_pct"": -30.9, ""starting_inventory"": 3647.3, ""incoming_inventory"": 0.0, ""horizon_days"": 13, ""target_service_level_pct"": 95.0, ""achieved_stockout_risk_pct"": 4.8, ""budget_status"": ""no_budget_constraint"", ""capacity_status"": ""no_capacity_constraint"", ""unit_cost"": 5.36, ""unit_price_proxy"": 8.25, ""service_level_achievable_under_constraints"": true, ""lead_time_days"": 6.2, ""review_period_days"": 7}"
